5|11|sur la consommation annuelle totale d'électricité
8|5|La solution s'applique à tous les sites industriels.&nbsp;Elle doit être réalisée en priorité sur les moteurs de puissance importante ou sur des ateliers types dont les régimes de production ont changés. Pour vérifier leur dimensionnement, il faut mesurer la puissance appelée du moteur lorsqu’il est en charge (en utilisant une pince ampèremétrique), et la comparer avec la puissance nominale indiquée sur la plaque signalétique du moteur. Si la puissance en charge est inférieure de moitié à la puissance nominale, le moteur est largement surdimensionné. Le remplacer par un moteur de taille adéquat est source d’économies.
8|6|La consommation électrique d'un moteur représente environ 96 % de son coût global; de ce fait, il est d'autant plus important de chercher à améliorer le rendement.&nbsp; Dans l'UE, les moteurs fonctionnent en moyenne à 60% de leur capacité nominale. En utilisant un moteur surdimensionné, le moteur travail à charge partielle et a&nbsp;de ce fait un rendement diminué.&nbsp;Le schéma ci contre met en évidence ce principe.
8|10|Campagne de mesure en période de charge des moteurs Moteurs parfois difficilement accessibles
8|12|Diminution des marches à vide du moteur.
8|1|Vérification du dimensionnement et remplacement des compresseurs surdimensionnés si nécessaire.
8|2|Remplacer un compresseur surdimensionné par un compresseur plus performant avec une puissance plus adaptée au vrai besoin associé. Eventuellement avec un système de stockage.
8|11|de la consommation électrique de la centrale frigorifique
9|1|Zone neutre entre les températures de consignes chaude et froide
9|2|Changer les températures de consignes de chauffage/climatisation
9|5|Evite une destruction de froid. Possible quand on a conditionnement du produit à des températures spécifiques.
10|1|Séparation des productions de froid
10|2|Séparer les production de froid
10|5|La séparation des productions de froid permet de diminuer les distances entre production et utilisation. Elle permet aussi de séparer les températures de production de froid, et donc de créer du froid pour des besoins différents.
11|1|Diminution des entrées de chaleur dans les zones d'utilisation du froid
11|2|Réduction du nb d'éclairages dans la zone froide, changement des technologies d'éclairage, fermeture des portes (joints…), mise en place de contact de portes qui éteigne automatiquement l'éclairage. Diminution du temps de présence humaine dans la zone.
11|5|Un être humain génère une puissance calorifique de 80W au repos. Les contacts de porte permettent de couper l'éclairage lors de la fermeture des portes.
11|11|de la consommation électrique des centrales frigorifiques du à la chambre froide par la mise en place d'éclairage performant.
12|1|Pré-refroidissement du produit
12|2|Refroidissement à T extérieur ou avec de l'eau de distribution avant de l'introduire dans la chambre froide
12|5|Coût dix fois inférieur comparé au refroidissement par groupe froid
13|1|Meuble frigorifique de type vertical avec uniquement éclairage en fronton
13|2|Eteindre l'éclairage intérieur ou lors du rétrofit, choisir des meubles avec éclairage en fronton seulement. Les élcairages des meubles frigorifiques sont généralement largements surdimensionnés. L’unique éclairage en fronton des produits permet d’économiser de l’énergie mais aussi évite de réchauffer les produits.
13|5|La solution s'applique aux bâtiments du secteur commercial, petit supermarché, grandes surfaces, commerces de proximité déjà équipés de meubles frigorifiques.
13|6|L’unique éclairage des meubles frigorifiques en fronton permet d’économiser de l’énergie sur la puissance dédiée à l’éclairage, sous réserve de posséder un système possédant flux lumineux important et une haute efficacité. De plus, ce procédé permet d'éviter une sur-consommation causée par la chaleur produite par un éclairage trop important. En effet, la chaleur dissipée par l'éclairage supplémentaire doit être compensée par les groupes frigorifiques. L'impact de la chaleur transmise dans un endroit réfrigéré est deux fois plus important que dans une ambiance classique. De plus, en diminuant le nombre d'éclairage sur les meubles, la puissance de l’installation diminue ce qui permet d’améliorer le rendement général de l’installation.
13|10|Investissement important en rétrofit
13|12|Réduction de la puissance installée en luminaire Réduction des apports internes (double consommation) Augmentation de l’efficacité des luminaires
16|1|Séparation du dégivrage d'un meuble frigorifique en plusieurs parties
16|2|Acheter de nouveaux meubles frigorifiques (fournisseurs: bonne neve, Chief, Koxka, …) pré-équipés ou configurer la GTC pour que le dégivrage soit effectué module par module. En pratique, les meubles frigorifiques sont constitués de modules (2 à 4) mit bout
16|5|Le fait de dégivrer un module à la fois économise l'énergie en limitant la monté en température du meubles (et des aliments).
18|1|Free cooling par tour à vent
18|2|On appelle ce système « refroidissement gratuit » car l’air extérieur ou l’eau (rivière, mer) naturellement froids sont utilisés pour refroidir un bâtiment ou un procédé industriel à la place d’un groupe frigorifique. Plusieurs techniques sont utilisées pour profiter du free cooling : Pompe à eau : les rivières, nappes phréatiques ou autres apportent une source de fraicheur facilement utilisable. Ventilation mécanique : l’apport d’air neuf est régulé par une centrale de traitement de l’air. Ventilation naturelle : la différence de pression entre l’air frais extérieur et l’air chaud intérieur permet un mouvement d’air naturel pour une ventilation sans bruit ni consommation électrique.&nbsp; Tour à Vent : la force du vent est captée en haut de la tour ce qui crée un mouvement d’air et un effet d’aspiration de l’air frais des sous-sols, qui rafraîchi la pièce.
18|5|Le free cooling est applicable aux espaces climatisés. Dans le bâtiment, en particulier dans ceux ayant une forte activité thermique (data-centers, salle de sport, salle informatique, grande surface…), le free cooling est utilisé pour : rafraichir l’ambiance le jour si la différence de température intérieure - extérieure de l’air le permet. évacuer la chaleur accumulée dans la journée la nuit, night cooling », et stocker de la fraicheur afin de diminuer les consommations de climatisation du lendemain.
18|6|La climatisation des locaux, surtout pour les bâtiments ayant un besoin constant tout au long de&nbsp; l’année, est un pôle de consommation énergétique important.&nbsp; Maitrisé depuis des siècles dans le Moyen Orient sous la forme de « tour à vent », le free cooling peut être utilisé sans aucun apport énergétique supplémentaire. De nombreux constructeurs de bâtiments tertiaires ont démontré que le « night cooling&nbsp; » par ventilation naturelle permettait un réel gain énergétique sur la journée.
18|10|Consommation supplémentaire non négligeable en ventilation mécanique Efficacité réduite en été et mi saison. Mise en place d'une régulation sur l'apport d'air neuf à asservir avec deux sondes de température (intérieur et extérieur)
18|11|Economie d'énergie due à l'utilisation de l'énergie thermique gratuite de l'air extérieur.
18|12|Diminution de la consommation du poste climatisation Diminution des émissions de CO2.
19|1|Free chilling d'un réseau d'eau glacée
19|2|Des économies d'énergie peuvent être faites en refroidissant directement le circuit d'eau glacée par l'air extérieur lorsque la température extérieure descend sous la température de consigne. Pour cela, on installe un aéroréfrigérant en parallèle du circuit frigorifique, en amont des compresseurs froids. Lorsque la température extérieure est proche de la consigne, il est mis en route pour pré-refroidir la boucle d’eau et limiter la partie apportée par les compresseurs.
19|5|La solution est particulièrement applicable dans les zones géographiques où il fait régulièrement froid. Lorsque la température extérieure est supérieure à la température de consigne, l’aéroréfrigérant est isolé du réseau au moyen de vannes 3 voies. Ce dernier est arrêté pour limiter la consommation électrique des ventilateurs. Lorsque la température extérieure est inférieure à la température de consigne, on ouvre les vannes de telle manière à ce que l’aéroréfrigérant soit en série avec les groupes froids. Il vient alors pré-refroidir l’eau diminuant ainsi l’utilisation des compresseurs des groupes frigorifiques.
19|6|L’utilisation d’un aéroréfrigérant à la place des groupes frigorifiques peut entraîner d’importantes économies car un ventilateur est bien moins consommateur qu’un compresseur.
19|10|L'utilisation de l'aéro-réfrigérant est saisonnier
19|12|Diminution de la consommation des groupes frigorifiques.
20|1|Rafraichissement solaire
20|2|Installation d'un groupe froid fonctionnant à l'énergie solaire. Il existe deux types de technologies : Technologie à système fermé (machine à adsorption ou absorption) : L'énergie solaire est captée et stockée (dans un matériau à changement de phase), elle permet ensuite la production de froid grâce à un cycle d'absorption (fluide : NH3 ou LiBr) ou adsorption. L'eau glacée&nbsp;créée est stockée afin d'être utilisée si besoin pour la déshumidification ou le refroidissement de l'air ambiant. Technologie à système ouvert : Dans cette technologie, l'air est directement en contact avec le fluide frigorigène (eau). Cela est plutôt utilisé pour le refroidissement par évaporation.&nbsp;Lors de l'évaporation de l'eau, celle-ci puise des calories dans l'air ambiant, l'atmosphère est refroidie. &nbsp;Le système le plus souvent utilisé est une roue à dessication rotative.
20|5|Ces technologies sont d'autant plus intéressantes que les besoins en froid correspondent à l'ensoleillement solaire. Ces technologies sont en voie&nbsp;de développement. &nbsp;
20|6|"Ces systèmes présentent les avantages suivants : Consommation électrique plus faible que les systèmes dits ""classiques"" (jusqu'à 20 x inférieure) Fluides frigorigènes non nocifs pour la couche d'ozone (eau, NH3, LiBr...) Ajustement en fonction des besoins et de l'ensoleillement (stockage d'énergie solaire et de froid) Nuisance sonore du compresseur supprimée &nbsp;"
20|10|Investissement élevé pour les installations solaires et machines frigorifiques (pour l'instant peu compétitif par rapport à l'utilisation de l'électricité) &nbsp;
20|12|Consommation électrique faible Très peu d'impacts sur l'environnement Utilisation d'une énergie propre et abondante
21|1|Contrôle de l'état du calorifugeage du circuit froid et réparer si nécessaire.
21|2|Vérifier et réparer le calorifugeage et augmentation du diamètre si nécessaire.
21|5|Pour une tuyauterie de 100mm, le coût du calorifugeage est de 20€ par mètre linéaire
21|11|de la consommation électrique des centrales frigorifiques
22|1|Vérification et remplacement du calorifugeage des chambres froides
22|2|Isolation plus épaisse Vérifier que la conductivité du calorifugeage est basse (0,016 à 0,023 W/m.K). Vérifier l'épaisseur compte tenu de l'écart de température entre l'intérieur et l'extérieur de la chambre (le flux thermique doit être compris entre 6 et
23|1|Diminution des distances de tuyauteries
23|2|De longues distances impliquent des pertes de charges &eacute;lev&eacute;es dans le r&eacute;seau. Minimiser la distance entre les installations frigorifiques et les sites de consommation permettrait alorsde r&eacute;duire les pertes en ligne (thermiques et pertes de charge). &nbsp; Il est possible de chiffrer les pertes de charges. Sont distingu&eacute;es : les pertes lin&eacute;aires dues aux tuyauteries en elles-m&ecirc;mes (longueur et rugosit&eacute; du tube) ; les pertes singuli&egrave;res dues aux accidents du r&eacute;seau (coudes, vannes...). &nbsp;
23|5|Cette solution d'&eacute;conomie d'&eacute;nergie peut &ecirc;tre mise en oeuvre sur tout r&eacute;seau neuf ou existant. Lors de la mise en place d'un r&eacute;seau neuf il est pr&eacute;f&eacute;rable d'&eacute;tudier les longueurs de tuyauteries au pr&eacute;alable afin d'&eacute;viter des travaux une fois le syst&egrave;me install&eacute;.
23|6|Les pertes de charges linéaires correspondent aux pertes dues à un écoulement dans une conduite rectiligne. Elles dépendent du diamètre hydraulique du tube, de la vitesse de l’écoulement, de la longueur du tube et de la masse volumique du fluide. Plus la longueur de la conduite augmente plus les pertes de charges augmentent. Aussi, pour éviter de trop fortes pertes de charge il est conseillé de dimensionner correctement les tuyauteries en fonction du débit admissible (plus le diamètre est grand moins les pertes de charge sont élevées). Les pertes de charges linéaires sont prépondérantes vis-à-vis des pertes de charges singulières. Il est donc primordial de les étudier de près.
23|10|Sur réseau existant parfois difficile à mettre en oeuvre (nécessité d'arrêter les installations ou de by-passer le réseau)
23|12|Réduction des pertes de charge Peu coûteux
24|1|Programme de maintenance performant
24|2|Nettoyer les boucles de refroidissements plusieurs fois par an, vérifier l'étanchéité de l'installation (joint de portes de chambre froides …)
24|11|de la consommation électrique des centrales frigorifiques
25|1|Optimisation des dégivrages des évaporateurs
25|2|Il est préférable de changer les commandes de dégivrage (initialement via une horloge). Le démarrage peut être programmé selon de multiples critères : mesure du saut de T à l'évaporateur, mesure de l'accumulation de givre, mesure du taux d'humidité... Il existe plusieurs moyens de dégivrer un évaporateur : Dégivrage à air : Utilisation des ventilateurs après l’arrêt du groupe frigorifique. Injection de gaz chauds :Réutilisation de la chaleur de condensation. Résistance électrique : Procédé le plus fréquemment utilisé. Faible encombrement, installation simple et coût d’installation bas. Inversion de cycle : Dégivrage possible même avec une température de milieu extérieure négative.
25|5|Le givre sur les batteries froides entraîne une importante perte d'efficacité. Par contre, les opérations de dégivrage étant énergivores, il est important d'optimiser ces cycles en forçant le système à ne dégivrer que quand le besoin est réel. Domaine d'application du dégivrage par résistance électrique : Chambre en réfrigération ou à basse température. Domaine d'application du dégivrage à air : Chambre froide à température légèrement supérieure à 0°C avec Tevap = 0°C
25|6|Le givre étant un très bon isolant sa formation entraine une baisse de la température d’évaporation, ce qui oblige alors l’utilisateur à refroidir le système d’avantage (augmentation du besoin en énergie). Cet apport d’énergie nuit logiquement aux performances du réseau. Le dégivrage doit alors être optimisé et réalisé en temps imparti pour éviter un trop grand apport en énergie.
25|10|Résistance électrique : Pas adéquat sur les cycles utilisant de l'ammoniac Coûteux en énergie sans possibilité de la récupérer. Dégivrage à air : Application limitée Possible dépôt de goutte d’eau sur la marchandise pouvant entrainer moisissures
25|11|de l'énergie consommée par l'installation frigorifique. Dégivrage à la demande : 15% à 20% d’économie par rapport à un dégivrage programmé (30min toute les 8h).
25|12|Résistance électrique : Faible encombrement Mise en œuvre simple Faible coût d’installation Injection de gaz chauds :Pas de consommation d’énergie supplémentaire
26|1|Ecart de température optimisé à l'évaporateur
26|2|V&eacute;rifier l'&eacute;cart de temp&eacute;rature entre le fluide frigo et le produit refroidi (air ou eau). Si cet &eacute;cart est sup&eacute;rieur &agrave; 7&deg;C : v&eacute;rifier si le d&eacute;givrage est ad&eacute;quat, envisager d'augmenter la surface d'&eacute;change, envisager un pr&eacute;-refroidissement, v&eacute;rifier un manque de charge, V&eacute;rifier une pr&eacute;-d&eacute;tente sur la ligne liquide ou une d&eacute;tente insuffisante.
26|5|Afin d&rsquo;extraire de la chaleur de la chambre froide, il est n&eacute;cessaire de maintenir un &eacute;cart de temp&eacute;rature suffisant entre le r&eacute;frig&eacute;rant &agrave; l'&eacute;vaporateur et la chambre froide. Mais si cet &eacute;cart est trop important, on gaspillera de l&rsquo;&eacute;nergie. Ce type d&rsquo;&eacute;vaporateur s&rsquo;utilise le plus souvent dans le froid commercial.
26|6|Dans un cycle de refroidissement le but de l&rsquo;&eacute;vaporateur est de capteur la chaleur de la chambre de froide afin de refroidir celle-ci, la chaleur pr&eacute;lev&eacute;e se calcule comme suit : Avec Qfroid : Energie extraite du milieu &agrave; refroidir [W] S : Surface d&rsquo;&eacute;change [m&sup2;] K : Coefficient de transfert thermique [W.m-2.K-1] ∆T : Temp&eacute;rature d&rsquo;entr&eacute;e du fluide caloporteur &ndash; Temp&eacute;rature du fluide frigorifique La diff&eacute;rence de temp&eacute;rature de l'&eacute;vaporateur doit &ecirc;tre ajust&eacute;e : si l'&eacute;cart est trop petit une grande surface d'&eacute;changeur sera n&eacute;cessaire donc un co&ucirc;t trop &eacute;lev&eacute;. Au contraire si l'&eacute;cart de temp&eacute;rature est trop &eacute;lev&eacute;, la surface d'&eacute;change sera faible mais la mise en oeuvre technique sera plus difficile.
26|10|Doit être réfléchie en fonction des besoins et du site environnant.
26|11|de surconsommation d'électricité des compresseurs pour un écart trop important d'1°C.
26|12|Meilleure efficacité Réduction des investissements
27|1|Contrôle du traitement de l'eau des condenseurs de type évaporatif et des tours de refroidissement
27|2|Le traitement de l'eau est important et ne doit pas être négligé.&nbsp;Un traitement d'eau qui n'est pas suivi entraînera une corrosion rapide des condenseurs et des tours de refroidissement ainsi qu'un encrassement qui aura pour conséquence une augmentation de la température de condensation. Pour éviter cela, des procédures de vérification régulière&nbsp;peuvent être mises en en place. Ces vérifications analyseront la performance du traitement de l'eau. Il est important que des actions correctives soient mises en place une fois l'encrassement identifé.&nbsp;
27|5|La solution est applicable aux groupes frigorifiques utilisant des condenseurs évaporatifs ou des tours de refroidissement.
27|6|L'impact de la température de condensation sur la consommation d'énergie du compresseur intervient au niveau du COP (Coefficient Of Performance), qui caractérise le rendement de l'installation. Plus la température de condensation (ou sa pression) est basse, meilleur est le rendement de l'installation. Si les échangeurs sont encrassés, leur capacité d'échange thermique diminue. De ce fait, les compresseurs devront amener le fluide à une température de condensation plus élevée pour évacuer correctement la chaleur du fluide. Or ces quelques degrés supplémentaires coutent cher. Une surconsommation de 30 % est entrainée pour une augmentation de la température de condensation de 10%.
27|10|Procédures régulière à mettre en place
27|11|de diminution de la consommation des compresseurs pour une diminution de la température de condensation de 10°C.
27|12|Augmentation de la durée de vie des échangeurs. Augmentation du rendement (COP) du cycle frigorifique
29|1|Nettoyage des condenseurs et autres échangeurs
29|2|L'encrassement des condenseurs provoque une augmentation de la température de condensation engendrant une surconsommation. En effet, si le condenseur s’encrasse, les échanges thermiques entre le réfrigérant et l’ambiance sont diminués. Pour évacuer la chaleur requise, le compresseur devra alors évaporer le fluide à une température plus élevée, nécessitant une consommation électrique supplémentaire.
29|5|La solution s'applique aux échangeurs de tous les groupes frigorifiques ; au condenseur, mais aussi à l'évaporateur et aux échangeurs intermédiaires.
29|6|L’encrassement des échangeurs à un impact important et négatif sur le fonctionnement des systèmes thermodynamiques. Les dépôts de polluants jouent le rôle de barrière isolante et diminuent les transferts de chaleur. Une augmentation de 10°C de la température de condensation crée une consommation supplémentaire de 30%. Pour un condenseur à air, l’écart entre la température extérieure et la température de condensation ne doit pas être supérieure à 15 °C. Les économies d'énergies réalisables dépendent des habitudes de maintenance du site et du type d'échangeur. Le nettoyage des condenseurs à eau peut économiser jusqu'à 15 à 25 % de la consommation des condenseurs. Le nettoyage des condenseurs à air économise 10 % de la consommation s’il est fait annuellement et 30 % s’il n’a jamais été fait. Exemple après nettoyage d’un condenseur à refroidissement par air : Réduction de la vitesse de ventilation jusqu'à 50% Débit de vapeur horaire accrue de 30% Chute de 30% de la pression au sein de l'unité Augmentation de la production (en mégawatts) pouvant atteindre 20%
29|10|Nettoyage parfois difficile dans certaines configurations
29|11|de la consommation ponctuelle des compresseurs
29|12|Moins de risques de panne Encrassement très largement diminué Diminution des coûts d'écploitation Echange thermique amélioré (la vitesse de ventilation peut être diminuée)
32|1|Réparation des fuites, tuyauteries, et changement des joints
32|2|Vérifier les fuites et réparer les tuyauteries, changer les joints
32|11|de l'énergie frigorifique produite par la centrale froid
33|1|Ouverture des portes des zones froides minimisée
33|2|Surveillez l'ouverture des portes des zones froides
34|1|Augmentation de la température d'évaporation
34|2|Plus la température d'évaporation est basse, plus le groupe frigorifique va consommer d'énergie.&nbsp;De ce fait il est important de vérifier les niveaux de température d'évaporation et d'identifier les possibilités d'augmentation de&nbsp;cette température. La vérification de cette température permettra d’optimiser le point de fonctionnement de l’échangeur et du groupe frigorifique. Comme&nbsp;le fluide change de&nbsp;phase dans l'échangeur, la température&nbsp;d'évaporation peut être connue par la pression.&nbsp; Il y a plusieurs moyens d'agir sur le température d'évaporation : &nbsp;augmenter la pression de consigne au compresseur, nettoyer l'évaporateur, remplacer celui ci par un autre echangeur si&nbsp;il n'est pas correctement dimensionné.
34|5|La solution est applicable à tous les groupes frigorifiques dans la mesure du possible. Un échangeur frigorifique optimisé a un écart de température compris entre 3 et 8°C.
34|6|L'impact de la température d'évaporation sur la consommation d'énergie du compresseur intervient au niveau du COP (Coefficient Of Performance), qui caractérise le rendement de l'installation. Plus la température d'évaporation (ou la pression d'évaporation est haute), meilleur est le rendement de l'installation. On considère en moyenne une diminution de consommation du compresseur de 2% par °C.
34|10|Augmentation de température parfois limité par les besoins des procédés.
34|11|d'économie d'énergie sur la consommation du compresseur par °C supplémentaire
34|12|Amélioration du rendement du groupe frigorifique.
35|1|Diminution de la température de condensation
35|2|Plus la température de condensation est haute, plus le groupe frigorifique va consommer d'énergie.&nbsp;De ce fait il est important de vérifier les niveaux de température de condensation et d'identifier les possibilités de diminution de la température de consigne. La vérification de cette température permettra d’optimiser le point de fonctionnement de l’échangeur et du groupe frigorifique. Les installations frigorifiques sont dimensionnées pour pouvoir fonctionner lors des extrema de température (pics de chaleurs). En dehors de ces quelques jours, les groupes fonctionnent à rendement dégradé ce qui n'est pas pertinent et entraîne un gaspillage d'énergie. Comme&nbsp;le fluide change de&nbsp;phase dans l'échangeur, la température&nbsp;de condensation&nbsp;peut être connue par la pression.&nbsp; Il y a plusieurs moyens d'agir sur le température de condensation&nbsp;: diminuer la pression de consigne au détendeur, nettoyer l'évaporateur, remplacer celui ci par un autre echangeur si&nbsp;il n'est pas correctement dimensionné.
35|5|La solution est applicable à tous les groupes frigorifiques dans la mesure du possible. Un échangeur frigorifique optimisé a un écart de température compris entre 3 et 8°C.
35|6|L'impact de la température de condensation&nbsp;sur la consommation d'énergie du compresseur intervient au niveau du COP (Coefficient Of Performance), qui caractérise le rendement de l'installation. Plus la température de condensation&nbsp;(ou sa pression) est basse, meilleur est le rendement de l'installation. Si les échangeurs sont encrassés, leur capacité d'échange thermique diminue.&nbsp;De ce fait, les compresseurs devront amener le fluide à une température de&nbsp;condensation plus élevée pour évacuer correctement la chaleur du fluide.&nbsp;Or ces quelques degrés supplémentaires&nbsp;coutent cher.&nbsp; Une surconsommation&nbsp;de 30 %&nbsp;est entrainée pour une augmentation de la température de condensation de 10%.
35|10|L'action peut être limité par la technologie des détendeurs installés.
35|11|de diminution de la consommation des compresseurs pour une diminution de la température de condensation de 10°C.
35|12|Amélioration du rendement du cycle frigorifique
41|1|Mise en route graduelle des ventilateurs sur les aérocondenseurs
41|2|Programmer sur la GTC, la mise en route graduelle des ventilateurs des aérocondenseurs en fonction du besoin.
41|5|Un aérocondenseur comprend toujours plusieurs ventilateurs.
42|1|Sous refroidissement optimisé
42|2|Le sous-refroidissement permet d'augmenter la puissance frigorifique à consommation constante. Ainsi, le rendement de l'installation est largement augmenté.&nbsp; En pratique un échangeur de chaleur supplémentaire est installé après le condenseur.
42|5|Le sous refroidissement peut être une solution pour augmenter la capacité de refroidissement et éviter l'installation de nouveaux compresseurs dans le cadre d'une augmentation de production. Dans le&nbsp;secteur de la grande distribution&nbsp;où du froid est produit à différentes températures, la production de froid positive (supérieure à 0°C) est utilisée&nbsp;pour sous refroidir la production de froid négative (inférieure à 0°C). De ce fait, le rendement du cycle négatif est amélioré.
43|1|Gestion Technique Centralisée (GTC)
43|2|Une gestion technique centralisée permet de faciliter l’exploitation et le contrôle des équipements qui y sont raccordés. Son premier rôle est de de réguler les équipements en collectant les données par des capteurs situés au niveau de ces derniers ou bien de l’environnement extérieur (température, pression, humidité…). Une autre fonctionnalité de la GTC est de réaliser un suivi énergétique.
43|5|La Gestion Technique Centralisée s’applique à différents types d’installations, où elle peut gérer simultanément plusieurs postes. Elle peut notamment être installée dans les bâtiments sur les installations de chauffage et de climatisation, les systèmes d’éclairage, la sécurité. Il s’agit de la GTB (Gestion Technique des Bâtiments). Pour l’industrie, on la retrouve sur les centrales de froid, d’air comprimé, ou sur les procédés industriels.
43|6|La GTC permet d’effectuer des économies d’énergie lorsqu’elle commande les équipements. On peut notamment effectuer une programmation horaire, ou assurer la régulation en fonction des paramètres mesurés par les capteurs. Par exemple, dans un bâtiment, une GTC sur les centrales de traitement d’air permet d’adapter les débits d’air en fonction de l’occupation du bâtiment ou de l’humidité et de la température extérieures. On pourra également programmer un fonctionnement réduit pour la nuit et le weekend. Les équipements fonctionnant au plus près des besoins ont alors une consommation d’énergie réduite.
43|10|Coût initial élevé, qui dépend de la taille du système et de sa complexité. Instrumentation importante.
43|12|Meilleure fiabilité des équipements Suivi des installations, pilotage à distance Optimisation de la maintenance
44|1|Système de régulation des cordons chauffant d'une porte d'armoire verticale à froid négatif
44|2|Le syst&egrave;me de r&eacute;gulation le plus souvent utilis&eacute;, car plus efficace est celui des cordons chauffants autor&eacute;gul&eacute;s. En effet, il emp&ecirc;che le givre du joint de la porte tout en &eacute;vitant la surchauffe possible (notamment au coin) sur d&rsquo;autre syst&egrave;me. La r&eacute;gulation optimal du d&eacute;givrage est primordiale car : un d&eacute;givrage inssufisant entra&icirc;ne un mauvais &eacute;change thermique un d&eacute;vrigrage laiss&eacute; en permanence en fonctionnement entra&icirc;ne une surconsommation &eacute;lectrique
44|5|Ce type de système peut être installé sur tout type d’armoire frigorifique à froid négatif
44|6|Le givre est un effet non souhaitable sur le joint d&rsquo;une porte d&rsquo;armoire &agrave; froid n&eacute;gatif car il endommage fortement le joint. Ce qui, sur le long terme, peut conduire &agrave; une fuite et donc &agrave; une perte des performances du meuble concern&eacute;, car il faudra apporter plus de puissance afin d&rsquo;atteindre la temp&eacute;rature souhait&eacute;. En moyenne pour une armoire &agrave; froid n&eacute;gatif les puissances par unit&eacute; de longueur sont de l&rsquo;ordre de 30W/m.
44|12|Faible coût Utilisation simple et sûre
47|1|Récupérateur de chaleur sur l'huile des compresseurs
47|2|Outre la récupération de chaleur de condensation, une quantité non négligeable de chaleur peut être récupérée sur l'huile de refroidissement des compresseurs lorsqu'il sont refroidis de telle manière. Des échangeurs intermédiaires sont alors installés sur le circuit.
47|5|La solution est par exemple applicable à certains compresseur à vis lubrifiée.&nbsp;Une étude est à mener au cas par cas. La validation de l'applicabilité par le constructeur est conseillée. La chaleur récupérée peut servir à préchauffer l'eau chaude sanitaire.
47|10|La solution n'est pas applicable à tous les types de compresseurs.
48|1|Machine frigorifique à absorption
48|2|Dans une machine frigorifique &agrave; absorption, le compresseur m&eacute;canique est remplac&eacute; par un compresseur thermique. Celui-ci est compos&eacute; de plusieurs &eacute;l&eacute;ments : Un bouilleur un absorbeur un &eacute;changeur un d&eacute;tendeur une pompe &agrave; solution. La solution est un m&eacute;lange de deux fluides appel&eacute;s respectivement absorbant et fluide frigorig&egrave;ne. Celle-ci &eacute;volue au sein du circuit, rempla&ccedil;ant le compresseur thermique. Le m&eacute;lange le plus utlis&eacute; est : eau (absorbant) - ammoniac (fluide frigorig&egrave;ne).
48|5|"Dépend des niveaux de température requis. Le bouilleur nécessitant un apport de chaleur important, ce type de système n'est adéquat que lorsqu'il existe une source de chaleur ""gratuite"", l'apport externe de chaleur serait trop coûteux."
